date,equity,cash,positions
20230103,1.0,0.0,5
20230104,1.0,0.0,5
20230105,0.982098261247555,18560.056074766355,4
20230106,0.982098261247555,18560.056074766355,4
20230109,0.9919883776876061,9532.464466599122,5
20230110,1.0112666423860632,21475.860693014212,5
20230111,1.011801138497261,31528.714815635776,5
20230112,1.0066672637987548,21141.669751077166,5
20230113,1.0066672637987548,21141.669751077166,5
20230116,1.0188232458521738,31745.443335982825,4
20230117,1.0188232458521738,11368.97841893935,5
20230118,1.0267250706674007,1222.2687470635065,5
20230119,1.0225902761958279,20580.750558261203,4
20230120,1.0225902761958279,128.94503434464423,5
20230130,1.0146200872784192,19477.682001770714,4
20230131,1.0050166872753725,18278.19676940571,4
20230201,1.0087611607749083,8709.871202674996,5
20230202,1.0087611607749083,8709.871202674996,5
20230203,1.018855551553476,9447.572524261785,5
20230206,0.9908783783706865,18102.341218782312,4
20230207,0.9902046509414242,18606.0842375911,4
20230208,0.9902046509414242,18606.0842375911,4
20230209,0.9902046509414242,18606.0842375911,4
20230210,0.9969126874207663,9630.625215133481,5
20230213,0.9969126874207663,9630.625215133481,5
20230214,0.9969126874207663,9630.625215133481,5
20230215,0.9977771409754852,19294.59754570439,4
20230216,0.999569419150498,9389.981559160016,5
20230217,0.9855934137039785,18198.534912460476,4
20230220,0.9777855438818263,17791.323673765175,4
20230221,0.9777855438818263,17791.323673765175,4
20230222,0.9777855438818263,17791.323673765175,4
20230223,0.9903756446567917,9160.85838012911,5
20230224,0.9903756446567917,9160.85838012911,5
20230227,0.9930137151863991,19279.325723926893,5
20230228,0.9930137151863991,19279.325723926893,5
20230301,0.9930137151863991,19279.325723926893,5
20230302,0.9930137151863991,19279.325723926893,5
20230303,0.994164201749975,29297.82518508213,5
20230306,0.9935882920024008,19301.1300379552,5
20230307,0.9866198177160017,18859.079808912462,5
20230308,0.9861593183845123,18961.284098446322,5
20230309,0.9861593183845123,18961.284098446322,5
20230310,0.9764124977589238,8112.496371863766,5
20230313,0.9764124977589238,8112.496371863766,5
20230314,0.971290556099256,17570.048293166532,5
20230315,0.9742105110069448,27480.94091133749,4
20230316,0.956920133616936,7185.942745057102,5
20230317,0.956920133616936,7185.942745057102,5
20230320,0.9473733389871389,6610.769914929981,5
20230321,0.9473733389871389,6610.769914929981,5
20230322,0.9678903065081178,18252.343197155977,5
20230323,0.9872786454555201,29972.373335871136,5
20230324,0.9872786454555201,29972.373335871136,5
20230327,0.9820312983241621,28775.6889492753,5
20230328,0.9820312983241621,28775.6889492753,5
20230329,0.9820312983241621,28775.6889492753,5
20230330,0.9820312983241621,28775.6889492753,5
20230331,1.0108648388830557,29950.56189581871,5
20230403,1.0242197605349659,19935.179204855638,5
20230404,1.0242197605349659,19935.179204855638,5
20230406,1.0242197605349659,19935.179204855638,5
20230407,1.0242197605349659,19935.179204855638,5
20230410,1.0262645648483675,30381.857241545462,5
20230411,1.0277215509209117,20142.32798184228,5
20230412,1.0277215509209117,20142.32798184228,5
20230413,1.1039405611994277,42762.36083891858,4
20230414,1.11012494025955,18684.051425776972,5
20230417,1.1103574271580336,6764.87987403401,5
20230418,1.1103574271580336,6764.87987403401,5
20230419,1.1337001685244241,18998.64184460735,5
20230420,1.1337001685244241,18998.64184460735,5
20230421,1.1168400121720097,17217.689355221017,5
20230424,1.1168400121720097,17217.689355221017,5
20230425,1.1330661905373924,29931.800500966252,5
20230426,1.098517720524885,27107.994994088647,5
20230427,1.234305581574842,39519.40310423331,3
20230428,1.234305581574842,14833.291472736466,4
20230504,1.2373272495416054,27478.514085161223,4
20230505,1.2269018758204122,26586.596801140207,4
20230508,1.2604637910289087,40576.7705197927,4
20230509,1.267196238577431,2561.6132979089743,5
20230510,1.267196238577431,2561.6132979089743,5
20230511,1.2886512515621544,14940.264695680937,5
20230512,1.2988464139948956,383.0596854701471,5
20230515,1.2941752168985512,23630.69532267788,4
20230516,1.2742407909383673,9027.195879174142,4
20230517,1.2742407909383673,9027.195879174142,4
20230518,1.2742407909383673,9027.195879174142,4
20230519,1.282909675370879,9901.730434013898,5
20230522,1.2855685555270884,22705.00849217965,4
20230523,1.2541455785834943,8342.491332325051,4
20230524,1.2541455785834943,8342.491332325051,4
20230525,1.2499062132474374,33001.46637038926,3
20230526,1.2499062132474374,8003.342105440512,4
20230529,1.2499062132474374,8003.342105440512,4
20230530,1.2499062132474374,8003.342105440512,4
20230531,1.2499062132474374,8003.342105440512,4
20230601,1.2499062132474374,8003.342105440512,4
20230602,1.274805026008496,23043.124214106363,4
20230605,1.274805026008496,23043.124214106363,4
20230606,1.274805026008496,23043.124214106363,4
20230607,1.2938630408445528,37410.76473070693,4
20230608,1.2938630408445528,37410.76473070693,4
20230609,1.318829751053812,24785.64109341793,4
20230612,1.318829751053812,24785.64109341793,4
20230613,1.3150181043744658,49506.08284468796,3
20230614,1.3150181043744658,23205.720757198644,4
20230615,1.3199665579581785,36890.29796048013,4
20230616,1.3268787695406383,23762.406623349074,5
20230619,1.3418283052023658,23585.285737975842,4
20230620,1.3309920892360627,22431.470558570818,4
20230621,1.3151035339633816,21364.174855809506,4
20230626,1.3346561040855422,23087.57827721921,5
20230627,1.3346561040855422,23087.57827721921,5
20230628,1.3398976626034056,9860.904364125352,5
20230629,1.3365728545076154,22847.93179690544,4
20230630,1.3443890700310517,10087.212082803886,5
20230703,1.3566536720734401,24042.563627277275,4
20230704,1.360471646760326,10354.270215746801,5
20230705,1.3620031345427952,23579.326392189065,4
20230706,1.3821454344198367,39011.39811155959,4
20230707,1.3821454344198367,11368.489423162857,5
20230710,1.3757961202868636,10437.025066547816,5
20230711,1.422443000297315,23718.787465884634,4
20230712,1.4153535080274624,22241.939408309874,4
20230713,1.4633433812726195,10917.190360716351,5
20230714,1.4633433812726195,10917.190360716351,5
20230717,1.461405178118616,9949.54375789333,5
20230718,1.461405178118616,9949.54375789333,5
20230719,1.4915761237313876,27604.07358356945,5
20230720,1.4763891668352134,25816.417627880368,5
20230721,1.4763891668352134,25816.417627880368,5
20230724,1.4763891668352134,25816.417627880368,5
20230725,1.4952012223481137,11478.118341390556,5
