date,action,symbol,price,quantity,reason,predicted_return,partial_ratio,hold_days
20241031,buy,002488.SZ,11.77,1699.2353440951572,open,4.283337116241455,,
20241031,buy,600660.SH,57.01,350.81564637782844,open,4.084784507751465,,
20241031,buy,000915.SZ,28.58,699.7900629811057,open,3.739778995513916,,
20241101,sell,002355.SZ,6.3,2894.356005788712,stop_loss,,1.0,3.0
20241101,buy,002355.SZ,6.3,3174.6031746031745,open,7.327237129211426,,
20241104,sell,002488.SZ,10.81,1699.2353440951572,stop_loss,,1.0,2.0
20241104,buy,603206.SH,16.75,1194.0298507462687,open,6.381746292114258,,
20241106,sell,601567.SH,30.91,629.3266205160478,horizon_expiry_5d,,1.0,5.0
20241106,buy,000702.SZ,8.73,2290.950744558992,open,8.657293319702148,,
20241107,sell,600660.SH,57.87,350.81564637782844,horizon_expiry_5d,,1.0,5.0
20241107,sell,000915.SZ,28.51,699.7900629811057,horizon_expiry_5d,,1.0,5.0
20241107,buy,000810.SZ,12.83,1558.846453624318,open,5.922298908233643,,
20241107,buy,601865.SH,24.58,813.6696501220505,open,5.69792366027832,,
20241108,sell,002355.SZ,6.94,3174.6031746031745,horizon_expiry_5d,,1.0,5.0
20241108,buy,002189.SZ,24.0,833.3333333333334,open,7.132830619812012,,
20241111,sell,603206.SH,18.2,1194.0298507462687,horizon_expiry_5d,,1.0,5.0
20241111,buy,002312.SZ,16.52,1210.6537530266344,open,6.807796478271484,,
20241113,sell,000702.SZ,9.06,2290.950744558992,horizon_expiry_5d,,1.0,5.0
20241113,buy,002453.SZ,6.53,3062.7871362940273,open,9.8711576461792,,
20241114,sell,000810.SZ,12.91,1558.846453624318,horizon_expiry_5d,,1.0,5.0
20241114,sell,601865.SH,25.3,813.6696501220505,horizon_expiry_5d,,1.0,5.0
20241114,buy,002183.SZ,5.12,3906.25,open,12.092061042785645,,
20241114,buy,002253.SZ,17.26,1158.7485515643104,open,10.116863250732422,,
20241115,sell,002189.SZ,21.58,833.3333333333334,horizon_expiry_5d,,1.0,5.0
20241115,sell,002312.SZ,15.07,1210.6537530266344,stop_loss,,1.0,4.0
20241115,sell,002453.SZ,5.95,3062.7871362940273,stop_loss,,1.0,2.0
20241115,buy,000795.SZ,10.73,1863.932898415657,open,27.323436737060547,,
20241115,buy,600624.SH,5.14,3891.0505836575876,open,11.97734546661377,,
20241115,buy,002189.SZ,21.58,926.7840593141799,open,11.956366539001465,,
20241118,sell,000795.SZ,9.84,1863.932898415657,stop_loss,,1.0,1.0
20241118,sell,002189.SZ,20.5,926.7840593141799,stop_loss,,1.0,1.0
20241118,buy,000415.SZ,4.25,4705.882352941177,open,35.455081939697266,,
20241118,buy,000795.SZ,9.84,2032.520325203252,open,33.66834259033203,,
20241121,sell,002183.SZ,5.08,3906.25,horizon_expiry_5d,,1.0,5.0
20241121,sell,002253.SZ,18.49,1158.7485515643104,horizon_expiry_5d,,1.0,5.0
20241121,buy,603959.SH,2.9,6896.551724137931,open,9.95838451385498,,
20241121,buy,603185.SH,20.74,964.3201542912248,open,8.64680290222168,,
20241122,sell,600624.SH,5.57,3891.0505836575876,horizon_expiry_5d,,1.0,5.0
20241122,sell,000415.SZ,3.8,4705.882352941177,stop_loss,,1.0,4.0
20241122,sell,603185.SH,19.31,964.3201542912248,stop_loss,,1.0,1.0
20241122,buy,603185.SH,19.31,1035.732780942517,open,17.90410804748535,,
20241122,buy,002865.SZ,59.29,337.325012649688,open,17.030868530273438,,
20241122,buy,002247.SZ,2.81,7117.437722419929,open,12.644108772277832,,
20241125,sell,000795.SZ,12.01,2032.520325203252,horizon_expiry_5d,,1.0,5.0
20241125,sell,603959.SH,2.75,6896.551724137931,stop_loss,,1.0,2.0
20241125,buy,600421.SH,10.17,1966.568338249754,open,11.478888511657715,,
20241125,buy,603826.SH,22.05,907.0294784580499,open,11.425907135009766,,
20241126,sell,600421.SH,9.55,1966.568338249754,stop_loss,,1.0,1.0
20241126,buy,600421.SH,9.55,2094.240837696335,open,16.7745418548584,,
20241129,sell,603185.SH,21.23,1035.732780942517,horizon_expiry_5d,,1.0,5.0
20241129,sell,002865.SZ,69.22,337.325012649688,horizon_expiry_5d,,1.0,5.0
20241129,sell,002247.SZ,2.9,7117.437722419929,horizon_expiry_5d,,1.0,5.0
20241129,buy,002261.SZ,20.28,986.1932938856015,open,8.403054237365723,,
20241129,buy,600611.SH,8.19,2442.002442002442,open,7.255990028381348,,
20241129,buy,600418.SH,35.11,569.6382796923954,open,5.052704334259033,,
20241202,sell,603826.SH,22.7,907.0294784580499,horizon_expiry_5d,,1.0,5.0
20241202,buy,600206.SH,21.03,951.0223490252021,open,9.858613014221191,,
20241203,sell,600421.SH,9.64,2094.240837696335,horizon_expiry_5d,,1.0,5.0
20241203,buy,002718.SZ,14.08,1420.4545454545455,open,2.169132709503174,,
20241205,sell,600206.SH,19.15,951.0223490252021,stop_loss,,1.0,3.0
20241205,buy,600206.SH,19.15,1044.3864229765013,open,21.614431381225586,,
20241206,sell,002261.SZ,20.54,986.1932938856015,horizon_expiry_5d,,1.0,5.0
20241206,sell,600611.SH,8.12,2442.002442002442,horizon_expiry_5d,,1.0,5.0
20241206,sell,600418.SH,34.89,569.6382796923954,horizon_expiry_5d,,1.0,5.0
20241206,buy,600119.SH,9.73,2055.498458376156,open,8.272552490234375,,
20241206,buy,603822.SH,52.56,380.517503805175,open,7.870835781097412,,
20241206,buy,603703.SH,12.16,1644.7368421052631,open,4.219047546386719,,
20241210,sell,002718.SZ,15.09,1420.4545454545455,horizon_expiry_5d,,1.0,5.0
20241210,buy,600246.SH,8.24,2427.1844660194174,open,11.294904708862305,,
20241212,sell,600206.SH,18.22,1044.3864229765013,horizon_expiry_5d,,1.0,5.0
20241212,buy,002640.SZ,5.59,3577.8175313059037,open,13.001646041870117,,
20241213,sell,600119.SH,10.31,2055.498458376156,horizon_expiry_5d,,1.0,5.0
20241213,sell,603822.SH,52.65,380.517503805175,horizon_expiry_5d,,1.0,5.0
20241213,sell,603703.SH,12.16,1644.7368421052631,horizon_expiry_5d,,1.0,5.0
20241213,buy,000158.SZ,24.17,827.4720728175423,open,10.38223648071289,,
20241213,buy,601127.SH,130.16,153.65703749231716,open,9.323308944702148,,
20241213,buy,603009.SH,39.3,508.9058524173028,open,7.550755023956299,,
20241217,sell,600246.SH,8.1,2427.1844660194174,horizon_expiry_5d,,1.0,5.0
20241217,sell,002640.SZ,5.15,3577.8175313059037,stop_loss,,1.0,3.0
20241217,sell,000158.SZ,22.8,827.4720728175423,stop_loss,,1.0,2.0
20241217,sell,603009.SH,36.65,508.9058524173028,stop_loss,,1.0,2.0
20241217,buy,002640.SZ,5.15,3883.4951456310678,open,21.848777770996094,,
20241217,buy,002598.SZ,9.75,2051.2820512820513,open,10.671858787536621,,
20241217,buy,002298.SZ,6.04,3311.2582781456954,open,10.28811264038086,,
20241217,buy,002047.SZ,3.13,6389.776357827476,open,9.771637916564941,,
20241219,sell,002640.SZ,4.71,3883.4951456310678,stop_loss,,1.0,2.0
20241219,buy,002640.SZ,4.71,4246.284501061571,open,19.748674392700195,,
20241220,sell,601127.SH,131.1,153.65703749231716,horizon_expiry_5d,,1.0,5.0
20241220,buy,600246.SH,7.47,2677.376171352075,open,12.959287643432617,,
20241223,sell,002298.SZ,5.58,3311.2582781456954,stop_loss,,1.0,4.0
20241223,sell,600246.SH,7.03,2677.376171352075,stop_loss,,1.0,1.0
20241223,buy,002593.SZ,5.39,3710.575139146568,open,16.91323471069336,,
20241223,buy,002298.SZ,5.58,3584.2293906810037,open,15.380311012268066,,
20241224,sell,002598.SZ,9.56,2051.2820512820513,horizon_expiry_5d,,1.0,5.0
20241224,sell,002047.SZ,3.36,6389.776357827476,horizon_expiry_5d,,1.0,5.0
20241224,buy,600193.SH,3.52,5681.818181818182,open,14.88489055633545,,
20241224,buy,002629.SZ,3.43,5830.903790087464,open,14.699938774108887,,
20241224,sell,002640.SZ,4.66,4246.284501061571,backtest_end,,1.0,3.0
20241224,sell,002593.SZ,5.47,3710.575139146568,backtest_end,,1.0,1.0
20241224,sell,002298.SZ,5.53,3584.2293906810037,backtest_end,,1.0,1.0
20241224,sell,600193.SH,3.52,5681.818181818182,backtest_end,,1.0,0.0
20241224,sell,002629.SZ,3.43,5830.903790087464,backtest_end,,1.0,0.0
